Area,Genre,Name,Platform,Publisher,SumofRank,SumOfSales,Year
Other_Sales,Fighting,Pac-Man All-Stars,PS3,Namco Bandai Games,5299,0.04,2011
Other_Sales,Fighting,Persona 4: Arena,PS3,Atlus,2791,0.07,2012
Other_Sales,Fighting,Persona 4: Arena,X360,Atlus,9420,0.01,2012
Other_Sales,Fighting,Persona 4: Arena Ultimax,PS3,Atlus,9227,0,2014
Other_Sales,Fighting,Persona 4: Arena Ultimax,X360,Atlus,11490,0.01,2014
Other_Sales,Fighting,Phantom Breaker,X360,5pb,13811,0,2011
Other_Sales,Fighting,PowerUp Heroes,X360,Ubisoft,5850,0.03,2011
Other_Sales,Fighting,Reality Fighters,PSV,Sony Computer Entertainment,9212,0.03,2012
Other_Sales,Fighting,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,Namco Bandai Games,12377,0,2011
Other_Sales,Fighting,Saint Seiya Omega: Ultimate Cosmo,PSP,Namco Bandai Games,16410,0,2012
Other_Sales,Fighting,Saint Seiya: Brave Soldiers,PS3,Namco Bandai Games,11793,0,2013
Other_Sales,Fighting,Saint Seiya: Soldiers' Soul,PS3,Namco Bandai Games,13651,0,2015
Other_Sales,Fighting,Saint Seiya: Soldiers' Soul,PS4,Namco Bandai Games,8845,0.02,2015
Other_Sales,Fighting,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,Namco Bandai Games,16413,0,2014
Other_Sales,Fighting,Senko no Ronde DUO,X360,G.Rev,14494,0,2010
Other_Sales,Fighting,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,Marvelous Entertainment,5210,0.05,2013
Other_Sales,Fighting,SoulCalibur V,PS3,Namco Bandai Games,2700,0.1,2012
Other_Sales,Fighting,SoulCalibur V,X360,Namco Bandai Games,3419,0.04,2012
Other_Sales,Fighting,Street Fighter X Tekken,PC,Capcom,15047,0,2012
Other_Sales,Fighting,Street Fighter X Tekken,PS3,Capcom,2469,0.1,2012
Other_Sales,Fighting,Street Fighter X Tekken,PSV,Capcom,6836,0.04,2012
Other_Sales,Fighting,Street Fighter X Tekken,X360,Capcom,4157,0.03,2012
Other_Sales,Fighting,Super Robot Taisen OG Infinite Battle,PS3,Namco Bandai Games,13609,0,2013
Other_Sales,Fighting,Super Smash Bros. for Wii U and 3DS,3DS,Nintendo,98,0.43,2014
Other_Sales,Fighting,Super Smash Bros. for Wii U and 3DS,WiiU,Nintendo,204,0.57,2014
Other_Sales,Fighting,Super Street Fighter IV: 3D Edition,3DS,Capcom,1652,0.09,2011
Other_Sales,Fighting,Supremacy MMA,PS3,505 Games,9655,0.02,2011
Other_Sales,Fighting,Supremacy MMA,PSV,505 Games,11008,0.02,2012
Other_Sales,Fighting,Supremacy MMA,X360,505 Games,11370,0.01,2011
Other_Sales,Fighting,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Capcom,3654,0.05,2010
Other_Sales,Fighting,Tekken 3D: Prime Edition,3DS,Nintendo,7546,0.01,2012
Other_Sales,Fighting,Tekken Tag Tournament 2,PS3,Namco Bandai Games,2372,0.14,2012
Other_Sales,Fighting,Tekken Tag Tournament 2,WiiU,Namco Bandai Games,7980,0.01,2012
Other_Sales,Fighting,Tekken Tag Tournament 2,X360,Namco Bandai Games,5283,0.03,2012
Other_Sales,Fighting,The Fight: Lights Out,PS3,Sony Computer Entertainment,3381,0.09,2010
Other_Sales,Fighting,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,SNK Playmore,14652,0,2010
Other_Sales,Fighting,The King of Fighters XIII,PS3,Rising Star Games,5796,0.03,2011
Other_Sales,Fighting,The King of Fighters XIII,X360,Rising Star Games,5450,0.03,2011
Other_Sales,Fighting,TNA iMPACT: Cross the Line,DS,SouthPeak Games,13210,0,2010
Other_Sales,Fighting,TNA iMPACT: Cross the Line,PSP,SouthPeak Games,13018,0,2010
Other_Sales,Fighting,Tournament of Legends,Wii,Sega,12055,0.01,2010
Other_Sales,Fighting,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,Hudson Soft,13011,0,2010
Other_Sales,Fighting,UFC Undisputed 2010,PS3,THQ,1357,0.19,2010
Other_Sales,Fighting,UFC Undisputed 2010,PSP,THQ,7345,0.04,2010
Other_Sales,Fighting,UFC Undisputed 2010,X360,THQ,1479,0.11,2010
Other_Sales,Fighting,Ultimate Marvel vs. Capcom 3,PS3,Capcom,10649,0.01,2011
Other_Sales,Fighting,Ultimate Marvel vs. Capcom 3,PSV,Capcom,5467,0.05,2011
Other_Sales,Fighting,Ultimate Marvel vs. Capcom 3,X360,Capcom,12006,0,2011
Other_Sales,Fighting,Ultra Street Fighter IV,PS4,Capcom,10728,0.01,2015
Other_Sales,Fighting,Under Night In-Birth,PS3,Nippon Ichi Software,9475,0.02,2014
Other_Sales,Fighting,WWE '12,PS3,THQ,1714,0.17,2011
Other_Sales,Fighting,WWE '12,Wii,THQ,5235,0.03,2011
Other_Sales,Fighting,WWE '12,X360,THQ,1560,0.12,2011
Other_Sales,Fighting,WWE All Stars,3DS,THQ,7071,0.02,2011
Other_Sales,Fighting,WWE All Stars,PS2,THQ,10141,0.01,2011
Other_Sales,Fighting,WWE All Stars,PS3,THQ,4663,0.07,2011
Other_Sales,Fighting,WWE All Stars,PSP,THQ,7994,0.03,2011
Other_Sales,Fighting,WWE All Stars,Wii,THQ,7506,0.02,2011
Other_Sales,Fighting,WWE All Stars,X360,THQ,5318,0.03,2011
Other_Sales,Fighting,WWE SmackDown vs. Raw 2011,PS2,THQ,5072,0.07,2010
Other_Sales,Fighting,WWE SmackDown vs. Raw 2011,PS3,THQ,1857,0.18,2010
Other_Sales,Fighting,WWE SmackDown vs. Raw 2011,PSP,THQ,2893,0.17,2010
Other_Sales,Fighting,WWE SmackDown vs. Raw 2011,Wii,THQ,4171,0.04,2010
Other_Sales,Fighting,WWE SmackDown vs. Raw 2011,X360,THQ,2357,0.08,2010
Other_Sales,Fighting,Ys vs. Sora no Kiseki: Alternative Saga,PSP,Falcom Corporation,12298,0,2010
Other_Sales,Misc,100 Classic Games,DS,Rondomedia,13892,0,2011
Other_Sales,Misc,1000 Cooking Recipes from ELLE à table,DS,Nintendo,14635,0,2010
Other_Sales,Misc,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,Ubisoft,9973,0.01,2013
Other_Sales,Misc,"3 in 1: Solitaire, Mahjong & Tangram",DS,Deep Silver,11435,0.01,2010
Other_Sales,Misc,50 Classic Games,3DS,Avanquest Software,15681,0,2012
Other_Sales,Misc,7 Roses: A Darkness Rises,PC,Avanquest Software,15577,0,2015
Other_Sales,Misc,ABBA: You Can Dance,Wii,Ubisoft,2569,0.11,2011
Other_Sales,Misc,Active Life: Magical Carnival,Wii,Namco Bandai Games,13165,0,2011
Other_Sales,Misc,Aikatsu! My No.1 Stage!,3DS,Namco Bandai Games,11775,0,2015
Other_Sales,Misc,AKB1/48: Idol to Guam de Koishitara...,PSP,Namco Bandai Games,4827,0,2011
Other_Sales,Misc,AKB1/48: Idol to Koishitara...,PSP,Namco Bandai Games,4754,0,2010
Other_Sales,Misc,Alvin and the Chipmunks: Chipwrecked,DS,505 Games,10181,0.01,2011
Other_Sales,Misc,Alvin and the Chipmunks: Chipwrecked,Wii,505 Games,10678,0.01,2011
Other_Sales,Misc,Alvin and the Chipmunks: Chipwrecked,X360,505 Games,10589,0.01,2011
Other_Sales,Misc,Amnesia Crowd,PSP,Idea Factory,13277,0,2013
Other_Sales,Misc,Amnesia Later,PSP,Idea Factory,13378,0,2012
Other_Sales,Misc,Amnesia Later,PSV,Idea Factory,16473,0,2014
Other_Sales,Misc,Animal Crossing: Amiibo Festival,WiiU,Nintendo,4659,0.03,2015
Other_Sales,Misc,Are You Smarter Than a 5th Grader? Back to School,DS,THQ,11027,0.01,2010
Other_Sales,Misc,Are You Smarter Than a 5th Grader? Back to School,Wii,Nintendo,7319,0.02,2010
Other_Sales,Misc,Art Academy,DS,Nintendo,599,0.28,2010
Other_Sales,Misc,Art Academy: Home Studio,WiiU,Nintendo,16459,0,2015
Other_Sales,Misc,Atari's Greatest Hits: Volume 1,DS,Atari,9161,0.01,2010
Other_Sales,Misc,Atari's Greatest Hits: Volume 2,DS,Atari,12394,0,2011
Other_Sales,Misc,Bakumatsu Rock: Ultra Soul,PSP,Marvelous Interactive,16522,0,2014
Other_Sales,Misc,Bakumatsu Rock: Ultra Soul,PSV,Marvelous Interactive,15580,0,2014
Other_Sales,Misc,"Barbie: Jet, Set & Style!",DS,THQ,4280,0.03,2011
Other_Sales,Misc,"Barbie: Jet, Set & Style!",Wii,THQ,6448,0.02,2011
Other_Sales,Misc,Battle & Get! Pokemon Typing DS,DS,Nintendo,6100,0,2011
Other_Sales,Misc,Battle vs. Chess,X360,TopWare Interactive,14332,0,2011
Other_Sales,Misc,Beastly,Wii,Unknown,14257,0,2011
Other_Sales,Misc,Beat City,DS,THQ,11743,0.01,2010
Other_Sales,Misc,Beat Sketch!,PS3,Sony Computer Entertainment,11265,0,2010
Other_Sales,Misc,Ben 10 Triple Pack,DS,D3Publisher,6354,0.03,2011
Other_Sales,Misc,Best Friends Tonight,DS,Ubisoft,14275,0,2010
Other_Sales,Misc,BIT.TRIP COMPLETE,Wii,Rising Star Games,10780,0.01,2011
Other_Sales,Misc,BIT.TRIP SAGA,3DS,Rising Star Games,9274,0.01,2011
Other_Sales,Misc,Body and Brain Connection,X360,Namco Bandai Games,7598,0.02,2010
Other_Sales,Misc,Build-A-Bear Workshop: Welcome to Hugsville,DS,Game Factory,8829,0.01,2010
Other_Sales,Misc,Buzz! The Ultimate Music Quiz,PS3,Sony Computer Entertainment,5427,0.08,2010
Other_Sales,Misc,Cabela's Adventure Camp,PS3,Activision,10325,0.02,2011
Other_Sales,Misc,Cabela's Adventure Camp,Wii,Activision,8064,0.01,2011
Other_Sales,Misc,Cabela's Adventure Camp,X360,Activision,10568,0.01,2011
Other_Sales,Misc,Camp Rock: The Final Jam,DS,Disney Interactive Studios,8205,0.01,2010
Other_Sales,Misc,Canimal Triple,PSV,Warner Bros. Interactive Entertainment,15256,0,2014
Other_Sales,Misc,Cardfight!! Vanguard: Lock On Victory!!,3DS,FuRyu,12245,0,2014
Other_Sales,Misc,Cardfight!! Vanguard: Ride to Victory,3DS,FuRyu,11035,0,2013
Other_Sales,Misc,"Carnival Games: Monkey See, Monkey Do!",X360,Take-Two Interactive,5549,0.03,2011
Other_Sales,Misc,Carnival Games: Wild West 3D,3DS,Take-Two Interactive,11044,0.01,2011
Other_Sales,Misc,Carnival Island,PS3,Sony Computer Entertainment,6999,0.04,2011
Other_Sales,Misc,Cars Toon: Mater's Tall Tales,Wii,Disney Interactive Studios,3854,0.03,2010
Other_Sales,Misc,Casino Chaos With Las Vegas Players Collection,PC,THQ,14513,0,2011
Other_Sales,Misc,Cheer We Go!,DS,Natsume,13468,0,2010
Other_Sales,Misc,Chocolatier,DS,Zoo Games,12234,0,2010
Other_Sales,Misc,Chuck E. Cheese's Game Room,DS,UFO Interactive,9435,0.01,2010
Other_Sales,Misc,Chuck E. Cheese's Party Games,DS,UFO Interactive,8141,0.01,2010
Other_Sales,Misc,Chuck E. Cheese's Party Games,Wii,UFO Interactive,8307,0.01,2010
Other_Sales,Misc,Chuck E. Cheese's Playhouse,DS,UFO Interactive,12395,0,2010
Other_Sales,Misc,City Builder,Wii,Virtual Play Games,13739,0,2010
Other_Sales,Misc,Cosmos Chaos!,DS,Mentor Interactive,12235,0,2010
Other_Sales,Misc,Country Dance,Wii,Funbox Media,3005,0.04,2011
Other_Sales,Misc,Country Dance 2,Wii,GameMill Entertainment,4235,0.03,2011
Other_Sales,Misc,Culdcept,3DS,Nintendo,8680,0,2012
Other_Sales,Misc,Daigasso! Band Brothers P,3DS,Nintendo,8120,0,2013
Other_Sales,Misc,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,Paon Corporation,14892,0,2013
Other_Sales,Misc,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,Paon,15102,0,2011
Other_Sales,Misc,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,Paon,15880,0,2010
Other_Sales,Misc,Dance Central,X360,MTV Games,428,0.26,2010
Other_Sales,Misc,Dance Central 2,X360,Microsoft Game Studios,832,0.16,2011
Other_Sales,Misc,Dance Central 3,X360,Microsoft Game Studios,2491,0.06,2012
Other_Sales,Misc,Dance Central: Spotlight,XOne,Microsoft Game Studios,7977,0,2014
Other_Sales,Misc,Dance Dance Revolution: Hottest Party 5,Wii,Konami Digital Entertainment,14456,0,2011
Other_Sales,Misc,Dance on Broadway,PS3,Ubisoft,10839,0.01,2011
Other_Sales,Misc,Dance on Broadway,Wii,Ubisoft,1972,0.12,2010
Other_Sales,Misc,Dance Paradise,X360,Mindscape,9784,0.01,2010
Other_Sales,Misc,Dance Sensation!,Wii,Majesco Entertainment,12616,0,2010
Other_Sales,Misc,Dance! It's Your Stage,PS3,DTP Entertainment,15236,0.01,2011
Other_Sales,Misc,DanceMasters,X360,Konami Digital Entertainment,7801,0.01,2010
Other_Sales,Misc,DanceStar Party,PS3,Sony Computer Entertainment,4308,0.1,2011
Other_Sales,Misc,Danganronpa 2: Goodbye Despair,PSP,Spike,7762,0,2012
Other_Sales,Misc,Danganronpa 2: Goodbye Despair,PSV,Nippon Ichi Software,6461,0.06,2014
Other_Sales,Misc,Danganronpa: Trigger Happy Havoc,PSV,Nippon Ichi Software,4684,0.06,2013
Other_Sales,Misc,Data East Arcade Classics,Wii,Majesco Entertainment,11122,0.01,2010
Other_Sales,Misc,Dead or Alive Paradise,PSP,Ubisoft Annecy,8208,0.02,2010
Other_Sales,Misc,Deal or No Deal: Special Edition,DS,Zoo Games,13779,0,2010
Other_Sales,Misc,Deepak Chopra's Leela,Wii,THQ,9318,0.01,2011
Other_Sales,Misc,Deepak Chopra's Leela,X360,THQ,9605,0.01,2011
Other_Sales,Misc,Def Jam Rapstar,PS3,Konami Digital Entertainment,5576,0.03,2010
Other_Sales,Misc,Def Jam Rapstar,Wii,Konami Digital Entertainment,5300,0.02,2010
Other_Sales,Misc,Def Jam Rapstar,X360,Konami Digital Entertainment,6005,0.02,2010
Other_Sales,Misc,Disney Channel: All Star Party,Wii,Disney Interactive Studios,6013,0.02,2010
Other_Sales,Misc,Disney Guilty Party,Wii,Disney Interactive Studios,4304,0.03,2010
Other_Sales,Misc,Disney Princess: Enchanting Storybooks,DS,THQ,9467,0.01,2011
Other_Sales,Misc,Disney Princess: Enchanting Storybooks,Wii,THQ,4743,0.04,2011
Other_Sales,Misc,Disney Sing It: Family Hits,PS3,Disney Interactive Studios,8210,0.02,2010
Other_Sales,Misc,Disney Sing It: Family Hits,Wii,Disney Interactive Studios,3293,0.05,2010
Other_Sales,Misc,Disney Sing It: Party Hits,PS3,Disney Interactive Studios,9677,0.01,2010
Other_Sales,Misc,Disney Sing It: Party Hits,Wii,Disney Interactive Studios,3126,0.05,2010
Other_Sales,Misc,DJ Hero 2,PS3,Activision,2738,0.09,2010
Other_Sales,Misc,DJ Hero 2,Wii,Activision,3207,0.04,2010
Other_Sales,Misc,DJ Hero 2,X360,Activision,2512,0.06,2010
Other_Sales,Misc,DJ Max Portable 3,PSP,CyberFront,14508,0,2010
Other_Sales,Misc,DJ Max Technika Tune,PSV,CyberFront,16519,0,2012
Other_Sales,Misc,DoraMoji: Nobita no Kanji Daisakusen,3DS,Shogakukan,14110,0,2015
Other_Sales,Misc,Dora's Big Birthday Adventure,DS,Take-Two Interactive,10966,0.01,2010
Other_Sales,Misc,Dora's Big Birthday Adventure,PS2,Take-Two Interactive,13845,0,2010
Other_Sales,Misc,Dora's Big Birthday Adventure,Wii,Take-Two Interactive,10147,0.01,2010
Other_Sales,Misc,Dora's Cooking Club,DS,Take-Two Interactive,10518,0.01,2010
Other_Sales,Misc,Dragon Ball Heroes: Ultimate Mission,3DS,Namco Bandai Games,6072,0,2013
Other_Sales,Misc,Drawn to Life Collection,DS,THQ,8987,0.01,2010
Other_Sales,Misc,Dream Girl Premier,3DS,Alchemist,14831,0,2015
Other_Sales,Misc,Dreamcast Collection,X360,Sega,6793,0.02,2011
Other_Sales,Misc,Dreamworks 2-in-1 Party Pack,DS,Activision,8974,0.01,2010
Other_Sales,Misc,Dungeons & Dragons: Neverwinter Nights - Complete,PC,Atari,16351,0,2011
Other_Sales,Misc,East India Company Collection,PC,Paradox Interactive,14331,0,2010
Other_Sales,Misc,Eigo de Tabisuru: Little Charo,DS,Nintendo,12501,0,2011
Other_Sales,Misc,ESA Game Pack,PS3,Sony Computer Entertainment,10519,0.01,2010
Other_Sales,Misc,Everybody Dance,PS3,Sony Computer Entertainment,9882,0.01,2011
Other_Sales,Misc,Family Feud Decades,Wii,Ubisoft,8355,0.01,2010
Other_Sales,Misc,Family Feud: 2012 Edition,Wii,Ubisoft,7670,0.01,2011
Other_Sales,Misc,Family Feud: 2012 Edition,X360,Ubisoft,10454,0.01,2011
Other_Sales,Misc,Family Game Night 4: The Game Show,PS3,Electronic Arts,10026,0.01,2011
Other_Sales,Misc,Family Game Night 4: The Game Show,Wii,Electronic Arts,7872,0.01,2011
Other_Sales,Misc,Family Game Night 4: The Game Show,X360,Electronic Arts,11652,0.01,2011
Other_Sales,Misc,Family Party: 90 Great Games Party Pack,Wii,D3Publisher,5474,0.02,2010
Other_Sales,Misc,Fantasia: Music Evolved,X360,Disney Interactive Studios,11887,0.01,2014
Other_Sales,Misc,Fantasia: Music Evolved,XOne,Disney Interactive Studios,8849,0.01,2014
Other_Sales,Misc,Fortune Street,Wii,Nintendo,3982,0.02,2011
Other_Sales,Misc,Game & Wario,WiiU,Nintendo,6923,0.01,2013
Other_Sales,Misc,Game Hits!,DS,Foreign Media Games,11107,0.01,2010
Other_Sales,Misc,Game Party in Motion,X360,Warner Bros. Interactive Entertainment,3425,0.05,2010
Other_Sales,Misc,Games Around the World,DS,Zoo Games,16120,0,2010
Other_Sales,Misc,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,Fields,14145,0,2012
Other_Sales,Misc,Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,Unknown,14564,0,2011
Other_Sales,Misc,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,Unknown,14620,0,2011
Other_Sales,Misc,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,Unknown,14111,0,2010
Other_Sales,Misc,Get Up and Dance,PS3,O-Games,13554,0,2011
Other_Sales,Misc,Get Up and Dance,Wii,O-Games,9953,0.01,2011
Other_Sales,Misc,Geten no Hana,PSP,Tecmo Koei,15103,0,2013
Other_Sales,Misc,Geten no Hana: Yume Akari,PSP,Tecmo Koei,16134,0,2014
Other_Sales,Misc,Go Vacation,Wii,Namco Bandai Games,1111,0.16,2011
Other_Sales,Misc,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,Namco Bandai Games,14885,0,2015
Other_Sales,Misc,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,Namco Bandai Games,9736,0,2014
Other_Sales,Misc,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,Namco Bandai Games,14475,0,2014
Other_Sales,Misc,Grease,DS,505 Games,10063,0.01,2010
Other_Sales,Misc,Grease,Wii,505 Games,3538,0.05,2010
Other_Sales,Misc,Grease Dance,PS3,505 Games,11601,0.01,2011
Other_Sales,Misc,Grease Dance,X360,505 Games,8534,0.01,2011
Other_Sales,Misc,Great Party Games,Wii,O-Games,11022,0.01,2010
Other_Sales,Misc,Green Day: Rock Band,PS3,MTV Games,4629,0.07,2010
Other_Sales,Misc,Green Day: Rock Band,Wii,MTV Games,5065,0.03,2010
Other_Sales,Misc,Green Day: Rock Band,X360,MTV Games,4739,0.04,2010
Other_Sales,Misc,Guitar Hero Live,PS3,Activision,6177,0.05,2015
Other_Sales,Misc,Guitar Hero Live,PS4,Activision,2544,0.13,2015
Other_Sales,Misc,Guitar Hero Live,WiiU,Activision,8106,0.02,2015
Other_Sales,Misc,Guitar Hero Live,X360,Activision,6922,0.02,2015
Other_Sales,Misc,Guitar Hero Live,XOne,Activision,3944,0.05,2015
Other_Sales,Misc,Guitar Hero: Warriors of Rock,PS3,Activision,2523,0.14,2010
Other_Sales,Misc,Guitar Hero: Warriors of Rock,Wii,Activision,2050,0.09,2010
Other_Sales,Misc,Guitar Hero: Warriors of Rock,X360,Activision,2407,0.08,2010
Other_Sales,Misc,Hana to Ikimo no Rittai Zukan,3DS,Nintendo,13619,0,2011
Other_Sales,Misc,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,Idea Factory,14730,0,2011
Other_Sales,Misc,HappinessCharge PreCure! Kawarun Collection,3DS,Namco Bandai Games,14585,0,2014
Other_Sales,Misc,Hasbro Family Fun Pack,XOne,Ubisoft,9473,0.01,2015
Other_Sales,Misc,Hasbro Family Game Night 3,PS3,Electronic Arts,6750,0.03,2010
Other_Sales,Misc,Hasbro Family Game Night 3,Wii,Electronic Arts,2524,0.07,2010
Other_Sales,Misc,Hasbro Family Game Night 3,X360,Electronic Arts,7377,0.01,2010
Other_Sales,Misc,Hasbro Family Game Night Fun Pack,Wii,Electronic Arts,9993,0.01,2011
Other_Sales,Misc,Hasbro Family Game Night Fun Pack,X360,Electronic Arts,12239,0,2011
Other_Sales,Misc,Hatsune Miku and Future Stars: Project Mirai,3DS,Sega,8060,0,2012
Other_Sales,Misc,Hatsune Miku: Project Diva 2nd,PSP,Sega,4765,0,2010
Other_Sales,Misc,Hatsune Miku: Project Diva Extend,PSP,Sega,5512,0,2011
Other_Sales,Misc,Hatsune Miku: Project Diva f,PS3,Sega,6295,0.01,2013
Other_Sales,Misc,Hatsune Miku: Project Diva f,PSV,Sega,6997,0,2012
Other_Sales,Misc,Hatsune Miku: Project Diva F 2nd,PS3,Sega,6632,0.03,2014
Other_Sales,Misc,Hatsune Miku: Project Diva F 2nd,PSV,Sega,4788,0.06,2014
Other_Sales,Misc,Hatsune Miku: Project Mirai DX,3DS,Sega,5727,0.02,2015
Other_Sales,Misc,Heathcliff! Frantic Foto,DS,Storm City Games,13910,0,2010
Other_Sales,Misc,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,D3Publisher,15151,0,2010
Other_Sales,Misc,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,D3Publisher,13965,0,2010
Other_Sales,Misc,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,D3Publisher,12450,0,2010
Other_Sales,Misc,Hole in the Wall: Deluxe Edition,X360,Ubisoft,10302,0.01,2011
Other_Sales,Misc,Hollywood Squares,Wii,Ubisoft,10003,0.01,2010
Other_Sales,Misc,Horses 3D,3DS,Ubisoft,13685,0,2012
Other_Sales,Misc,Hudson x GReeeeN Live!? DeeeeS!?,DS,Hudson Soft,14504,0,2010
Other_Sales,Misc,Hyperdimension Idol Neptunia PP,PSV,Namco Bandai Games,9363,0.02,2013
Other_Sales,Misc,IA/VT Colorful,PSV,Marvelous Entertainment,12026,0,2015
Other_Sales,Misc,J Legend Retsuden,3DS,Namco Bandai Games,11899,0,2013
Other_Sales,Misc,Jeopardy!,DS,THQ,7884,0.01,2010
Other_Sales,Misc,Jeopardy!,Wii,THQ,3390,0.03,2010
Other_Sales,Misc,Jillian Michaels' Fitness Adventure,X360,505 Games,7548,0.01,2011
Other_Sales,Misc,Junior Brain Trainer 2,DS,GSP,5968,0.04,2010
Other_Sales,Misc,Junior Classic Books & Fairytales,DS,GSP,11470,0.01,2010
Other_Sales,Misc,Just Dance 2,Wii,Ubisoft,69,0.78,2010
Other_Sales,Misc,Just Dance 2: Extra Songs,Wii,Ubisoft,7531,0.03,2011
Other_Sales,Misc,Just Dance 2014,PS3,Ubisoft,4880,0.07,2013
Other_Sales,Misc,Just Dance 2014,PS4,Ubisoft,4916,0.05,2013
Other_Sales,Misc,Just Dance 2014,Wii,Ubisoft,328,0.32,2013
Other_Sales,Misc,Just Dance 2014,WiiU,Ubisoft,3299,0.05,2013
Other_Sales,Misc,Just Dance 2014,X360,Ubisoft,2110,0.07,2013
Other_Sales,Misc,Just Dance 2014,XOne,Ubisoft,4410,0.04,2013
Other_Sales,Misc,Just Dance 2015,PS3,Ubisoft,6201,0.05,2014
Other_Sales,Misc,Just Dance 2015,PS4,Ubisoft,5060,0.06,2014
Other_Sales,Misc,Just Dance 2015,Wii,Ubisoft,700,0.2,2014
Other_Sales,Misc,Just Dance 2015,WiiU,Ubisoft,2758,0.07,2014
Other_Sales,Misc,Just Dance 2015,X360,Ubisoft,3189,0.06,2014
Other_Sales,Misc,Just Dance 2015,XOne,Ubisoft,3818,0.05,2014
Other_Sales,Misc,Just Dance 2016,PS3,Ubisoft,7260,0.04,2015
Other_Sales,Misc,Just Dance 2016,PS4,Ubisoft,5347,0.06,2015
Other_Sales,Misc,Just Dance 2016,Wii,Ubisoft,1672,0.1,2015
Other_Sales,Misc,Just Dance 2016,WiiU,Ubisoft,3444,0.05,2015
Other_Sales,Misc,Just Dance 2016,X360,Ubisoft,5228,0.03,2015
Other_Sales,Misc,Just Dance 2016,XOne,Ubisoft,5693,0.03,2015
Other_Sales,Misc,Just Dance 3,PS3,Ubisoft,3212,0.09,2011
Other_Sales,Misc,Just Dance 3,Wii,Ubisoft,61,1.07,2011
Other_Sales,Misc,Just Dance 3,X360,Ubisoft,840,0.16,2011
Other_Sales,Misc,Just Dance 4,PS3,Ubisoft,4475,0.06,2012
Other_Sales,Misc,Just Dance 4,Wii,Ubisoft,112,0.56,2012
Other_Sales,Misc,Just Dance 4,WiiU,Ubisoft,4945,0.03,2012
Other_Sales,Misc,Just Dance 4,X360,Ubisoft,1705,0.08,2012
Other_Sales,Misc,Just Dance Kids,Wii,Ubisoft,684,0.19,2010
Other_Sales,Misc,Just Dance Kids 2,PS3,Ubisoft,6662,0.04,2011
Other_Sales,Misc,Just Dance Kids 2,Wii,Ubisoft,5957,0.02,2011
Other_Sales,Misc,Just Dance Kids 2,X360,Ubisoft,4763,0.03,2011
Other_Sales,Misc,Just Dance Wii,Wii,Nintendo,2814,0,2011
Other_Sales,Misc,Just Dance Wii 2,Wii,Nintendo,6046,0,2012
Other_Sales,Misc,Just Dance Wii U,WiiU,Nintendo,11238,0,2014
Other_Sales,Misc,Just Dance: Disney Party,Wii,Ubisoft,9484,0.02,2012
Other_Sales,Misc,Just Dance: Disney Party,X360,Ubisoft,8632,0.01,2012
Other_Sales,Misc,Just Dance: Greatest Hits,Wii,Ubisoft,7438,0.02,2012
Other_Sales,Misc,Just Dance: Summer Party,Wii,Ubisoft,4488,0.03,2011
Other_Sales,Misc,Just Sing! Vol. 2,DS,PQube,13504,0.01,2011
Other_Sales,Misc,Kaidan Restaurant: Ura Menu 100-Sen,DS,Namco Bandai Games,11451,0,2010
Other_Sales,Misc,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,Namco Bandai Games,14453,0,2011
Other_Sales,Misc,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,Hudson Soft,11033,0,2010
Other_Sales,Misc,Karaoke Revolution Glee,Wii,Konami Digital Entertainment,2452,0.07,2010
